"business","name","taxcode","latitude","longitude","routines","reinspects","complaints","inspects","ratio","meanscore","highrisks","interval","c1","c2","c3","Score"
"856","DELFINA RESTAURANT","H24",37.761514,-122.424318,4,1,3,8,0.25,94,0,251,0,0,0,4
"860","Cup A Joe Coffeehouse","H24",37.788438,-122.414994,5,4,3,12,0.8,89,0.2,246,0,0,0,4
"865","Canteen","H24",37.788514,-122.413957,2,0,0,2,0,96,0,293,0,0,0,4
"870","Yans Kitchen","H24",37.796208,-122.404308,4,3,0,7,0.75,88,0,320,0,0,0,4
"873","The Coffee Roaster Inc","H24",37.79739,-122.398319,4,0,0,4,0,100,0,281,0,0,0,4
"874","Panchos Salsa Bar  Grill","H24",37.792093,-122.421024,6,2,1,9,0.33,91,0.33,213,0,0,0,4
"876","PATPONG THAI CUISINE INC","H24",37.781973,-122.48522,5,0,0,5,0,92,0.4,232,0,0,0,4
"880","Delicious Dim Sum","H24",37.795974,-122.407574,3,2,0,5,0.67,80,0.33,454,1,0,0,3
"884","House of Nanking","H24",37.796463,-122.405224,4,1,2,7,0.25,91,0.25,274,0,0,0,4
"886","Le Petit Cafe","H24",37.795227,-122.39914,4,1,0,5,0.25,94,0,334,0,0,0,4
"891","Lucky Creation Vegetarian Restaurant LLC","H24",37.795078,-122.407433,2,2,0,4,1,81,1,217,1,0,0,3
"892","Happy Donuts","H24",37.791348,-122.399834,6,2,0,8,0.33,95,0.67,180,0,0,0,4
"902","MARCELLOS PIZZA","H24",37.762057,-122.435145,4,1,1,6,0.25,94,0,247,0,0,0,4
"903","Sabra Restaurant","H24",37.790874,-122.405634,3,2,1,6,0.67,76,1,315,1,0,0,3
"905","Working Girls Cafe","H24",37.790477,-122.404033,5,0,0,5,0,99,0.2,225,0,0,0,4
"910","Front Door Cafe","H24",37.791514,-122.398608,4,4,0,8,1,88,0.75,324,0,0,0,4
"911","Cafe Dolci","H24",37.787153,-122.404148,4,1,0,5,0.25,95,0.25,299,0,0,0,4
"917","Town  Country Club","H24",37.787927,-122.406607,4,0,0,4,0,91,0.25,230,0,0,0,4
"919","RitzCarlton SF   P37 Restaurant and Bar","H24",37.791757,-122.407377,5,1,0,6,0.2,92,0.2,171,0,0,0,4
"920","RitzCarlton SF  Club Lounge","H24",37.791757,-122.407377,5,1,0,6,0.2,92,0,171,0,0,0,4
"921","RitzCarlton SF  Pantry Prep Room and Lobby Bar","H24",37.791757,-122.407377,5,1,0,6,0.2,91,0.4,171,0,0,0,4
"929","Cafe Ethiopia","H24",37.758832,-122.421359,3,2,0,5,0.67,91,0,388,0,0,0,4
"935","PEKING WOK RESTAURANT","H24",37.733891,-122.391183,4,3,0,7,0.75,85,1.25,252,1,1,0,2
"941","TWO JACKS SEAFOOD 2","H24",37.718016,-122.387696,4,2,0,6,0.5,92,0.5,266,0,0,0,4
"943","EL CASTILLITO TAQUERIA INC","H24",37.768776,-122.429095,4,3,2,9,0.75,86,0.5,240,0,0,0,4
"949","BUFFALO BURGERS RESTAURANT","H24",37.780372,-122.476354,6,4,0,10,0.67,93,0,192,0,0,0,4
"950","IRVING PIZZA","H24",37.763513,-122.47764,5,0,0,5,0,94,0,243,0,0,0,4
"951","KENTUCKY FRIED CHICKEN 50","H26",37.763528,-122.478362,6,3,3,12,0.5,95,0,173,0,0,0,4
"952","SHANGRILA VEGETARIAN REST","H24",37.763512,-122.47958,5,1,0,6,0.2,88,0.6,222,0,0,0,4
"961","JAVA BEACH CAFE","H24",37.760416,-122.509106,6,2,2,10,0.33,91,0.33,186,0,0,0,4
"966","LAVENIDA","H24",37.764143,-122.463378,3,2,0,5,0.67,76,1.33,260,1,1,0,2
"968","GOLDEN ISLAND CAFE","H24",37.754188,-122.477822,6,1,0,7,0.17,92,0.17,182,0,0,0,4
"969","Little BeiJing Restaurant","H24",37.754188,-122.477822,4,3,0,7,0.75,78,1.75,248,1,1,0,2
"972","MING TAI WUN TUN NOODLE INC","H24",37.753614,-122.490219,5,3,0,8,0.6,86,1,194,0,0,0,4
"977","Bay Pastry The","H24",37.742998,-122.477211,6,1,0,7,0.17,91,0.33,176,0,0,0,4
"983","HONGS SZECHUAN RESTAURANT","H24",37.742048,-122.499002,5,1,0,6,0.2,86,0.6,218,0,0,0,4
"984","VANIDA THAI KITCHEN","H24",37.742086,-122.498738,5,1,0,6,0.2,88,0.4,227,0,0,0,4
"985","The Sunsets Best Seafood Restaurant","H25",37.742048,-122.499002,3,2,1,6,0.67,74,1.67,311,1,1,0,2
"993","CHICKNDELI","H24",37.713702,-122.443681,3,0,0,3,0,100,0,260,0,0,0,4
"994","RAILROAD EXPRESSO CAFE","H24",37.731513,-122.45133,6,1,1,8,0.17,94,0.17,180,0,0,0,4
"999","SERRANOS PIZZA II","H24",37.756997,-122.420534,5,4,0,9,0.8,94,0,174,0,0,0,4
"1000","HEUNG YUEN RESTAURANT","H24",37.755282,-122.420493,4,4,1,9,1,72,2.25,192,1,1,0,2
"1002","BIG MOUTH BURGERS","H24",37.752158,-122.420362,4,6,0,10,1.5,87,0.75,247,0,0,1,3
"1003","RINCON PERUANO RESTAURANT","H24",37.749128,-122.417402,4,0,0,4,0,94,0,247,0,0,0,4
"1005","CHAVITAS MEXICAN RESTAURANT","H24",37.748855,-122.418134,5,5,0,10,1,83,1,240,1,0,0,3
"1008","VALENCIA PIZZA  PASTA","H24",37.759944,-122.421356,5,3,1,9,0.6,94,0.6,182,0,0,0,4
"1018","PETES BARBEQUE","H24",37.758684,-122.418975,5,3,0,8,0.6,96,0.2,183,0,0,0,4
"1021","LA SANTANECA DE LA MISSION","H24",37.751885,-122.418406,5,4,1,10,0.8,91,0.8,216,0,0,0,4
"1022","DAK WIN RESTAURANT","H24",37.751454,-122.418356,5,8,1,14,1.6,77,1.4,213,1,1,1,1
"1026","PHUKET THAI RESTAURANT","H24",37.771117,-122.436976,2,0,0,2,0,93,0,380,0,0,0,4
"1027","KK CAFE","H24",37.771487,-122.437047,3,1,0,4,0.33,91,0,364,0,0,0,4
"1031","IL BORGO","H24",37.775538,-122.426264,6,0,0,6,0,92,0.33,174,0,0,0,4
"1036","ALAMO SQUARE","H24",37.776944,-122.431444,4,2,0,6,0.5,83,0.5,264,1,0,0,3
"1038","GO GETTERS PIZZA","H24",37.773342,-122.422283,2,1,1,4,0.5,89,0,224,0,0,0,4
"1042","LOVE N HAIGHT COFFEE  DELI","H24",37.771964,-122.431336,3,1,0,4,0.33,89,0,318,0,0,0,4
"1043","CENTRAL COFFEE TEA  SPICE","H24",37.774198,-122.444214,5,3,0,8,0.6,95,0.2,198,0,0,0,4
"1047","PORK STORE CAFE","H24",37.770063,-122.446247,3,5,1,9,1.67,92,0,314,0,0,1,3
"1048","CREPE EXPRESS","H24",37.770068,-122.446644,4,0,0,4,0,93,0,236,0,0,0,4
"1060","BEAN THERE COFFEE  TEA","H24",37.771123,-122.431953,4,1,0,5,0.25,94,0,273,0,0,0,4
"1065","UNIVERSAL CAFE","H24",37.760487,-122.410662,4,3,0,7,0.75,91,0.5,259,0,0,0,4
"1075","SANDWICH PLACE THE","H24",37.764384,-122.419566,4,4,1,9,1,88,0.75,196,0,0,0,4
"1081","ARINELL PIZZA","H24",37.764744,-122.421803,5,2,3,10,0.4,98,0,180,0,0,0,4
"1085","STARBUCKS COFFEE 9219","H24",37.792037,-122.397852,5,0,0,5,0,95,0.2,226,0,0,0,4
"1090","Tricolore Caffe and Pizzeria","H24",37.795614,-122.403104,3,4,0,7,1.33,95,0,348,0,0,1,3
"1091","Les Croissant","H24",37.793716,-122.396398,5,2,0,7,0.4,93,0.2,255,0,0,0,4
"1093","Youngs BBQ","H24",37.763335,-122.422094,5,3,0,8,0.6,89,1,170,0,0,0,4
"1102","HOANG DAT COFFEE SHOP","H24",37.786068,-122.418644,6,0,0,6,0,95,0,180,0,0,0,4
"1103","STARBUCKS COFFEE","H24",37.760938,-122.434692,4,0,1,5,0,98,0,241,0,0,0,4
"1116","STARBUCKS COFFEE 509","H24",37.797713,-122.430336,5,0,0,5,0,98,0,236,0,0,0,4
"1122","STARBUCKS COFFEE 531","H25",37.800547,-122.438494,5,1,0,6,0.2,97,0.2,197,0,0,0,4
"1124","SQUAT  GOBBLE CAFE 3","H24",37.764248,-122.433392,4,0,1,5,0,90,0.25,248,0,0,0,4
"1125","Peets Coffee  Tea Inc","H24",37.791554,-122.399565,5,3,0,8,0.6,94,0.6,248,0,0,0,4
"1127","Starbucks Coffee","H24",37.792773,-122.403567,4,1,0,5,0.25,96,0,298,0,0,0,4
"1135","Geary Drive In","H24",37.782778,-122.444744,2,1,0,3,0.5,97,0,248,0,0,0,4
"1139","MINI CAFE","H24",37.775867,-122.419356,2,5,1,8,2.5,85,1,350,1,0,1,2
"1144","Star Bagels","H24",37.790324,-122.420664,5,3,0,8,0.6,83,1,248,1,0,0,3
"1146","Aux Delices Vietnam","H24",37.798274,-122.422264,5,2,1,8,0.4,83,0.4,167,1,0,0,3
"1147","UA Twin Stonestown","H24",37.730105,-122.478441,5,0,0,5,0,100,0,191,0,0,0,4
"1151","POMELO ON CHURCH","H24",37.742325,-122.426476,3,0,0,3,0,93,0,364,0,0,0,4
"1154","SUNFLOWER RESTAURANT","H24",37.764678,-122.421905,5,3,1,9,0.6,92,0.4,180,0,0,0,4
"1156","Boudin Petit Cafe","H24",37.786548,-122.407313,6,0,0,6,0,96,0,198,0,0,0,4
"1157","Sutter Cafe","H24",37.789625,-122.405894,5,2,0,7,0.4,90,0.2,227,0,0,0,4
"1159","Zona Rosa","H24",37.769363,-122.451667,4,7,1,12,1.75,94,0,231,0,0,1,3
"1172","BALBOA SUSHI HOUSE","H24",37.777315,-122.463004,5,2,0,7,0.4,97,0.2,186,0,0,0,4
"1186","TULLYS  COFFEE","H24",37.792071,-122.434535,5,1,3,9,0.2,89,0.2,193,0,0,0,4
"1188","OKINA SUSHI","H24",37.775723,-122.458445,2,0,0,2,0,100,0,329,0,0,0,4
"1190","MUGUBOKA","H24",37.777206,-122.462975,5,5,2,12,1,89,0.6,233,0,0,0,4
"1193","PEETS COFFEES  TEAS","H24",37.786754,-122.450476,4,2,0,6,0.5,92,0.25,230,0,0,0,4
"1194","SWEET THINGS","H24",37.786453,-122.452807,4,1,0,5,0.25,99,0,247,0,0,0,4
"1199","PANCHOS","H24",37.781507,-122.456176,3,4,0,7,1.33,92,0.33,246,0,0,1,3
"1203","TAWANS THAI FOOD","H24",37.780834,-122.46659,6,3,0,9,0.5,94,0,202,0,0,0,4
"1204","ROYAL GROUND COFFEE","H24",37.780394,-122.47641,6,4,0,10,0.67,91,0,192,0,0,0,4
"1205","MINAKO JAPANESE RESTAURANT","H24",37.762536,-122.419475,5,4,0,9,0.8,93,0.2,185,0,0,0,4
"1207","TAQUERIA LA PAZ","H24",37.782732,-122.414139,2,2,3,7,1,93,0,219,0,0,0,4
"1208","SBC Pizza Deli","H28",37.778553,-122.392331,4,0,0,4,0,84,1,246,1,0,0,3
"1216","ZAOH RESTAURANT","H24",37.773467,-122.418093,4,2,0,6,0.5,79,0.25,291,1,0,0,3
"1219","PAZZO","H24",37.769287,-122.403974,5,1,0,6,0.2,92,0.2,260,0,0,0,4
"1231","Yamo Restaurant","H24",37.761882,-122.419599,5,4,2,11,0.8,91,0.4,172,0,0,0,4
"1232","Sunflower Cafe","H24",37.786316,-122.409371,4,3,1,8,0.75,90,0,235,0,0,0,4
"1241","Banwich","H24",37.742895,-122.477898,6,2,0,8,0.33,89,0.5,180,0,0,0,4
"1243","JAVA SUPREME","H24",37.759934,-122.423553,4,3,0,7,0.75,88,0.5,270,0,0,0,4
"1244","THANH THANH","H24",37.782053,-122.482799,3,2,0,5,0.67,83,0.67,354,1,0,0,3
"1249","KABABAYAN FAST FOOD","H24",37.753691,-122.418657,5,5,0,10,1,88,0.6,198,0,0,0,4
"1259","KDS GROG  GROCERY","H24",37.762602,-122.435384,3,1,0,4,0.33,94,0,236,0,0,0,4
"1261","REVERIE COFFEE CAFE","H24",37.766097,-122.449997,3,2,0,5,0.67,81,0.67,298,1,0,0,3
"1262","NORTH BEACH PIZZA","H24",37.767286,-122.453075,3,2,0,5,0.67,76,1.33,252,1,1,0,2
"1263","LAVA JAVA","H24",37.766812,-122.452974,3,3,0,6,1,86,0.33,288,0,0,0,4
"1265","STARBUCKS COFFEE CO","H24",37.764088,-122.465981,4,3,0,7,0.75,94,0,269,0,0,0,4
"1266","Jamba Juice","H24",37.763989,-122.466246,4,2,0,6,0.5,95,0,249,0,0,0,4
"1269","STARBUCKS","H24",37.790944,-122.392051,4,0,0,4,0,100,0,246,0,0,0,4
"1273","JAYS CHEESESTEAK 2","H24",37.774734,-122.437775,3,3,0,6,1,91,0.67,374,0,0,0,4
"1274","MORNING DUE","H25",37.762939,-122.428473,5,3,1,9,0.6,93,0.6,170,0,0,0,4
"1280","AMASIA HIDES SUSHI BAR","H24",37.766774,-122.433306,3,0,0,3,0,98,0,282,0,0,0,4
"1282","MAXFIELDS","H24",37.763168,-122.426345,5,2,3,10,0.4,98,0,174,0,0,0,4
"1287","Chilango","H24",37.76695,-122.428819,5,4,0,9,0.8,93,0.2,172,0,0,0,4
"1289","ORPHAN ANDYS","H24",37.758132,-122.435614,5,5,2,12,1,92,0.4,208,0,0,0,4
"1292","CASTRO THEATRE","H24",37.761952,-122.435029,4,2,2,8,0.5,92,0.25,287,0,0,0,4
"1294","ANCHOR OYSTER BAR INC","H24",37.759613,-122.434817,4,3,0,7,0.75,93,0,245,0,0,0,4
"1296","TAQUERIA EL BUEN SABOR","H24",37.761743,-122.421492,5,3,1,9,0.6,98,0,182,0,0,0,4
"1300","WE BE SUSHI","H24",37.755824,-122.420986,5,0,2,7,0,98,0,180,0,0,0,4
"1304","RAIN TREE CAFE","H24",37.764128,-122.464961,3,1,2,6,0.33,85,0,218,1,0,0,3
"1318","GORDO TAQUERIA 6","H24",37.780517,-122.477804,4,1,4,9,0.25,93,0.25,299,0,0,0,4
"1322","LA MEDITERRANEE I INC","H24",37.789961,-122.433962,4,0,0,4,0,95,0,273,0,0,0,4
"1323","THE BLACK HORSE LONDON DELI","H24",37.798528,-122.424394,2,0,0,2,0,85,0,443,1,0,0,3
"1327","SEA BISCUIT CAFE","H24",37.752963,-122.50458,7,5,1,13,0.71,88,0.43,155,0,0,0,4
"1332","CHLOES","H24",37.748594,-122.427116,4,5,0,9,1.25,85,0.75,290,1,0,1,2
"1337","SAN MIGUEL RESTAURANT 2","H24",37.744726,-122.420395,5,2,0,7,0.4,85,0.8,222,1,0,0,3
"1339","HIGHER GROUNDS","H24",37.734483,-122.43368,5,1,1,7,0.2,94,0.2,234,0,0,0,4
"1341","SPIKES COFFEES  TEAS","H24",37.759253,-122.43503,3,1,0,4,0.33,91,0,281,0,0,0,4
"1344","Beanery","H24",37.758941,-122.48591,4,1,0,5,0.25,92,0,265,0,0,0,4
"1345","Cordon Bleu","H24",37.790683,-122.420264,5,3,1,9,0.6,87,0.4,257,0,0,0,4
"1347","CREPES ON COLE","H24",37.765778,-122.450184,3,2,0,5,0.67,78,1.67,266,1,1,0,2
"1350","KING OF THAI NOODLE HOUSE","H24",37.782833,-122.46615,3,1,0,4,0.33,91,0,340,0,0,0,4
"1351","EXIT THEATRE","H24",37.784288,-122.410224,3,1,0,4,0.33,92,0.33,290,0,0,0,4
"1352","LA TORTILLA","H24",37.760954,-122.434935,4,6,0,10,1.5,88,0.5,220,0,0,1,3
"1354","SUSHI TIME","H24",37.764697,-122.432322,5,2,0,7,0.4,98,0,183,0,0,0,4
"1358","MINGS FONG LAM RESTAURANT","H24",37.752798,-122.409843,3,5,0,8,1.67,73,2,364,1,1,1,1
"1359","STARBUCKS COFFEE CO","H24",37.785907,-122.439957,5,0,1,6,0,98,0,184,0,0,0,4
"1362","RESTAURANTE FAMILIAR","H24",37.726402,-122.433476,5,2,0,7,0.4,96,0.2,218,0,0,0,4
"1366","CAFE LA TAZA","H24",37.757436,-122.41888,5,2,0,7,0.4,95,0.4,182,0,0,0,4
"1368","Starbucks Coffee","H24",37.797754,-122.400925,3,1,0,4,0.33,97,0,389,0,0,0,4
"1373","DOS PINAS","H24",37.766714,-122.402716,5,4,0,9,0.8,89,0.8,235,0,0,0,4
"1379","EL PEROL RESTAURANT","H24",37.755706,-122.418805,4,2,0,6,0.5,96,0.25,199,0,0,0,4
"1381","PEBBLES CAFE","H24",37.73382,-122.434093,5,0,0,5,0,98,0,199,0,0,0,4
"1389","GASPARES PIZZA HOUSE  REST","H24",37.78047,-122.478832,4,1,1,6,0.25,91,0.25,260,0,0,0,4
"1391","JAMBA JUICE","H24",37.765708,-122.409002,5,1,0,6,0.2,96,0,245,0,0,0,4
"1392","SWEET JOANNAS","H24",37.791127,-122.392741,3,1,0,4,0.33,88,0.67,284,0,0,0,4
"1395","WHAT A GRIND","H24",37.787239,-122.416276,6,0,0,6,0,86,0,195,0,0,0,4
"1396","Sauce SF","H24",37.774644,-122.422554,4,3,2,9,0.75,89,1,152,0,0,0,4
"1398","YUMMAS MED GRILL","H24",37.764053,-122.465539,4,1,0,5,0.25,80,1.5,233,1,1,0,2
"1399","La Copa Loca","H24",37.755538,-122.417982,5,3,0,8,0.6,97,0.2,172,0,0,0,4
"1401","Coffee Cabin","H24",37.788943,-122.417005,4,0,0,4,0,100,0,225,0,0,0,4
"1409","STARBUCKS COFFEE 5431","H24",37.792137,-122.394573,4,0,0,4,0,95,0,309,0,0,0,4
"1413","STARBUCKS","H24",37.780305,-122.477825,6,0,0,6,0,100,0,180,0,0,0,4
"1426","SWEET DELIGHT BAKERY","H24",37.726117,-122.433817,6,0,0,6,0,88,0,206,0,0,0,4
"1427","MIFUNE DON","H24",37.785018,-122.429587,5,0,0,5,0,94,0.4,184,0,0,0,4
"1434","HOLEY BAGEL BAKERY","H24",37.751628,-122.429122,4,0,0,4,0,91,0.25,277,0,0,0,4
"1438","CABLE CAR COFFEE CO","H24",37.783658,-122.408568,4,4,1,9,1,88,0.75,250,0,0,0,4
"1442","Waterfront Bakery","H24",37.807155,-122.419004,3,3,0,6,1,88,0,432,0,0,0,4
"1444","Starbucks Coffee","H24",37.790086,-122.422167,5,0,0,5,0,96,0,251,0,0,0,4
"1452","CAFE V","H24",37.771538,-122.414372,4,1,1,6,0.25,86,0.25,294,0,0,0,4
"1454","KISS SEAFOOD","H24",37.786838,-122.428317,3,1,0,4,0.33,97,0,374,0,0,0,4
"1458","Crepe O Chocolat","H24",37.786633,-122.405972,5,5,1,11,1,79,1.4,203,1,1,0,2
"1465","BAZAAR CAFE","H24",37.784023,-122.481199,5,0,1,6,0,94,0,243,0,0,0,4
"1466","Whole Foods Steep Brew","H24",37.790193,-122.423437,3,0,0,3,0,99,0,346,0,0,0,4
"1469","Holiday Inn ExpressMain Kitchen","H24",37.806288,-122.416244,3,0,0,3,0,97,0,337,0,0,0,4
"1473","PRONTO PIZZA  ESPRESSO","H24",37.782957,-122.420433,2,5,0,7,2.5,84,0.5,348,1,0,1,2
"1482","A2 CAFE","H24",37.767224,-122.399039,5,1,0,6,0.2,93,0.2,230,0,0,0,4
"1486","STARBUCKS COFFEE","H25",37.744736,-122.452666,4,1,1,6,0.25,96,0,208,0,0,0,4
"1487","PEETS COFFEE  TEA","H25",37.787834,-122.399522,4,0,0,4,0,96,0,254,0,0,0,4
"1490","ZEKES DIAMOND BAR","H25",37.779957,-122.394169,4,2,0,6,0.5,84,0.5,275,1,0,0,3
"1491","LIVERPOOL LILS","H25",37.798147,-122.447236,4,2,0,6,0.5,88,0.75,298,0,0,0,4
"1493","Peets Coffee  Tea","H25",37.795184,-122.393819,4,3,0,7,0.75,93,0.25,231,0,0,0,4
"1496","FOUR SEASONS HOTEL EMPLOYEE  CAFETERIA","H25",37.786476,-122.404852,4,1,0,5,0.25,96,0.25,259,0,0,0,4
"1503","Noahs New York Bagels 3199","H25",37.794168,-122.396457,3,2,1,6,0.67,91,0.67,336,0,0,0,4
"1505","Starbucks Coffee Company 6765","H25",37.790376,-122.405544,5,0,0,5,0,95,0,228,0,0,0,4
"1508","Nonna Rose Restaurant","H25",37.795202,-122.413169,3,1,0,4,0.33,87,0.67,244,0,0,0,4
"1509","CLUB WAZIEMA","H25",37.774674,-122.437764,3,3,0,6,1,88,1,364,0,0,0,4
"1511","Mama Art Cafe","H24",37.721949,-122.436936,5,1,0,6,0.2,96,0,209,0,0,0,4
"1515","ATT  Cognac Bar KITCHEN Room3232 145080","H25",37.778382,-122.391151,7,1,0,8,0.14,97,0,147,0,0,0,4
"1516","ATT  FIELD CLUB KITCHEN 145082","H25",37.778382,-122.391151,6,1,0,7,0.17,93,0.17,185,0,0,0,4
"1517","ATT inseat service KITCHENPress Dining 145081","H25",37.778382,-122.391151,6,1,0,7,0.17,94,0.17,145,0,0,0,4
"1520","STARBUCKS 5852","H25",37.789314,-122.395192,4,0,0,4,0,100,0,205,0,0,0,4
"1526","CHOUQUETS","H25",37.791607,-122.434563,4,0,0,4,0,91,0,302,0,0,0,4
"1527","CITYS CHOICE","H24",37.780263,-122.403323,4,0,0,4,0,90,0,276,0,0,0,4
"1529","STARBUCKS","H25",37.778694,-122.396139,4,0,0,4,0,96,0,228,0,0,0,4
"1532","Neiman Marcus On The Square","H25",37.791586,-122.408452,4,4,0,8,1,86,0.75,230,0,0,0,4
"1534","Cafe Niebaum Coppola","H25",37.796517,-122.405167,3,3,0,6,1,89,0.33,357,0,0,0,4
"1542","I LUV TERIYAKI AND SUSHI","H25",37.766293,-122.407671,3,2,0,5,0.67,83,1,423,1,0,0,3
"1544","OMNI SF Hotel  Food  Beverage Storeroom","H25",37.792888,-122.403135,5,0,0,5,0,99,0,238,0,0,0,4
"1549","Cafe Bellini","H25",37.786974,-122.408174,3,4,0,7,1.33,96,0,332,0,0,1,3
"1554","KADOKS","H25",37.721291,-122.437475,5,4,0,9,0.8,82,1.2,201,1,1,0,2
"1555","Fino","H25",37.788094,-122.41176,2,0,0,2,0,100,0,423,0,0,0,4
"1561","Hang Ah Tea Room","H25",37.793386,-122.407325,2,2,0,4,1,82,0,665,1,0,0,3
"1564","Cornell Hotel  Jeanne DArc","H25",37.790103,-122.409117,3,1,0,4,0.33,98,0,308,0,0,0,4
"1565","Uncle Vitos Pizza","H25",37.790219,-122.408849,4,2,1,7,0.5,90,0.25,334,0,0,0,4
"1566","Asia Chinese Food 2","H25",37.805758,-122.412804,3,2,0,5,0.67,86,0.33,329,0,0,0,4
"1567","TANPOPO","H25",37.785961,-122.429776,5,2,0,7,0.4,75,1.4,241,1,1,0,2
"1568","901 Columbus","H25",37.803056,-122.414186,4,1,0,5,0.25,94,0,276,0,0,0,4
"1571","SF Bay Club  Court Cafe","H25",37.803208,-122.402534,3,1,0,4,0.33,89,0.67,412,0,0,0,4
"1579","Nicks Lighthouse","H25",37.802479,-122.411234,3,0,1,4,0,92,0,206,0,0,0,4
"1582","Caffe Bianco","H25",37.790102,-122.401158,4,2,0,6,0.5,95,0.25,315,0,0,0,4
"1583","Sabella and LaTorre","H25",37.802479,-122.411234,3,3,0,6,1,81,1.67,206,1,1,0,2
"1584","ESPERPENTO RESTAURANT","H25",37.755303,-122.420649,4,4,0,8,1,83,0.75,248,1,0,0,3
"1585","KENTUCKY FRIED CHICKEN","H25",37.799793,-122.436307,5,4,0,9,0.8,91,0,219,0,0,0,4
"1594","Youngs Restaurant","H25",37.793702,-122.404653,3,3,0,6,1,85,0.67,272,1,0,0,3
"1595","Zazie","H25",37.765343,-122.449914,3,1,1,5,0.33,77,1.33,298,1,1,0,2
"1596","BURGERMEISTER","H25",37.765848,-122.449664,3,2,0,5,0.67,87,0.33,300,0,0,0,4
"1598","Cafe Bean","H25",37.788587,-122.413795,5,1,0,6,0.2,97,0,213,0,0,0,4
"1604","TAO YIN RESTAURANT","H25",37.758573,-122.419559,5,5,0,10,1,79,1,186,1,0,0,3
"1607","LE ZINC","H25",37.751323,-122.433249,4,1,0,5,0.25,94,0,264,0,0,0,4
"1608","CLADDAGH COFFEE","H25",37.715997,-122.440048,4,2,0,6,0.5,94,0,236,0,0,0,4
"1609","Tung Sing Restaurant","H25",37.751373,-122.432319,5,4,1,10,0.8,85,0.8,208,1,0,0,3
"1613","BRICK HOUSE CAFE","H25",37.779534,-122.395099,5,2,0,7,0.4,94,0.4,218,0,0,0,4
"1614","STARBUCKS COFFEE 5646","H25",37.791227,-122.398872,6,0,0,6,0,99,0,191,0,0,0,4
"1615","Starbucks Coffee","H25",37.794184,-122.396524,5,0,1,6,0,99,0,215,0,0,0,4
"1616","LAS ESTRELLAS STELLINE","H25",37.77639,-122.422802,3,2,0,5,0.67,90,0.33,420,0,0,0,4
"1617","CLEMENT BBQ RESTAURANT","H25",37.782843,-122.4659,3,2,0,5,0.67,86,0.67,390,0,0,0,4
"1619","BENDERS BAR  GRILL","H25",37.76031,-122.417123,5,1,0,6,0.2,99,0,176,0,0,0,4
"1623","Bistro Burger","H25",37.790844,-122.403168,4,4,2,10,1,94,0.5,270,0,0,0,4
"1626","LUPA TRATTORIA","H25",37.751243,-122.434529,4,2,1,7,0.5,94,0.25,264,0,0,0,4
"1631","Casa Mexicana Restaurant","H25",37.751513,-122.430179,4,5,0,9,1.25,86,0.25,219,0,0,1,3
"1632","SWEET CHINITO","H25",37.748164,-122.418241,5,0,0,5,0,98,0,205,0,0,0,4
"1635","KEZAR PUB","H25",37.767828,-122.453227,3,1,0,4,0.33,85,0.67,267,1,0,0,3
"1636","AXUM","H25",37.771738,-122.433583,3,0,0,3,0,96,0.33,468,0,0,0,4
"1641","MARTHA  BROS COFFEE CO","H25",37.745974,-122.426856,5,0,0,5,0,94,0.2,218,0,0,0,4
"1649","COURTYARD BY MARRIOTTRESTAURANT","H25",37.785614,-122.396693,4,0,0,4,0,98,0,240,0,0,0,4
"1652","STARBUCKS","H25",37.785037,-122.400432,5,1,0,6,0.2,99,0.2,194,0,0,0,4
"1664","PANDA EXPRESS","H25",37.784317,-122.407563,5,0,0,5,0,97,0,197,0,0,0,4
"1667","CONNECTICUT YANKEE","H25",37.76503,-122.397815,3,3,0,6,1,81,1,252,1,0,0,3
"1668","SILVER CREST DONUT SHOP","H25",37.742456,-122.405766,6,1,0,7,0.17,98,0.25,168,0,0,0,4
"1671","Just For You Cafe Inc","H25",37.757948,-122.388862,5,2,0,7,0.4,93,0.2,216,0,0,0,4
"1672","WORKING GIRLS CAFE III","H25",37.792308,-122.393809,3,1,0,4,0.33,91,0.33,340,0,0,0,4
"1673","RUBINS","H25",37.792577,-122.393992,3,0,1,4,0,97,0.33,248,0,0,0,4
"1674"," NORDSTROM CAFE BISTRO","H26",37.784317,-122.407563,5,3,1,9,0.6,85,1.6,186,1,1,0,2
"1677","PRIMO PATIO CAFE","H25",37.778593,-122.393149,4,3,1,8,0.75,88,0.25,248,0,0,0,4
"1685","New Lun Ting Cafe Inc","H25",37.796098,-122.406275,4,1,0,5,0.25,91,0.5,215,0,0,0,4
"1687","Sais Vietnamese Restaurant","H25",37.795659,-122.40172,3,6,0,9,2,77,1.33,338,1,1,1,1
"1692","Plouf","H25",37.791318,-122.403757,5,3,1,9,0.6,95,0.4,212,0,0,0,4
"1699","TWI LIGHT CAFE","H25",37.775698,-122.455034,2,2,1,5,1,98,0,266,0,0,0,4
"1700","Raintree Cafe","H25",37.739413,-122.46744,3,0,0,3,0,87,0.33,242,0,0,0,4
"1702","EL TOREADOR FONDA MEXICANA RESTAURANT","H25",37.74033,-122.466412,3,2,1,6,0.67,77,1.33,420,1,1,0,2
"1703","Lanna Restaurant","H25",37.754153,-122.477279,5,0,0,5,0,94,0,203,0,0,0,4
"1708","LE SOLEIL AUTHENTIC VIETNAMESE","H25",37.783083,-122.460739,4,0,0,4,0,94,0,245,0,0,0,4
