"business","name","taxcode","latitude","longitude","routines","reinspects","complaints","inspects","ratio","mean_score","high_risk_violations","interval"
"130","Caffe Macaroni","H24",37.796208,-122.404308,4,1,0,5,0.25,97,0,323.666666666667
"1300","WE BE SUSHI","H24",37.755824,-122.420986,6,1,2,9,0.166666666666667,96.5,0.166666666666667,175
"1304","RAIN TREE CAFE","H24",37.764128,-122.464961,4,1,2,7,0.25,86.5,0,294.333333333333
"13041","Coi","H26",37.798229,-122.40349,4,3,0,7,0.75,92.25,0.25,299
"1318","GORDO TAQUERIA #6","H24",37.780517,-122.477804,3,1,2,6,0.333333333333333,93.6666666666667,0.333333333333333,370.5
"132","Silver Star Cafe and Deli","H24",37.797668,-122.401125,5,5,0,10,1,87.5,1,241.5
"1322","LA MEDITERRANEE I, INC.","H24",37.789961,-122.433962,4,0,0,4,0,95,0,273.333333333333
"1323","THE BLACK HORSE LONDON DELI","H24",37.798528,-122.424394,2,0,0,2,0,85,0,443
"1326","CAFE BONA VITA","H24",37.784674,-122.439774,6,2,0,8,0.333333333333333,91.3333333333333,0.5,182.6
"1327","SEA BISCUIT CAFE","H24",37.752963,-122.50458,7,5,1,13,0.714285714285714,88.1428571428571,0.428571428571429,155.166666666667
"13274","T-28 Bakery Cafe","H25",37.742596,-122.484831,4,4,0,8,1,82,1,275.666666666667
"1332","CHLOE'S","H24",37.748594,-122.427116,4,5,0,9,1.25,85.25,0.75,290
"1337","SAN MIGUEL RESTAURANT #2","H24",37.744726,-122.420395,5,2,0,7,0.4,85.2,0.8,222.25
"1339","HIGHER GROUNDS","H24",37.734483,-122.43368,5,1,2,8,0.2,93.8,0.2,234
"134","Mint","H24",37.780247,-122.418974,2,1,0,3,0.5,100,0,253
"1341","SPIKE'S COFFEES & TEAS","H24",37.759253,-122.43503,3,2,0,5,0.666666666666667,90.6666666666667,0,281
"13427","Extreme Pizza","H25",37.711185,-122.46779,6,1,1,8,0.166666666666667,99,0,207.6
"1344","Beanery","H24",37.758941,-122.48591,3,1,0,4,0.333333333333333,92,0,266
"1345","Cordon Bleu","H24",37.790683,-122.420264,4,3,1,8,0.75,88.25,0.5,247
"1347","CREPES ON COLE","H24",37.765778,-122.450184,3,2,0,5,0.666666666666667,78.3333333333333,1.66666666666667,266.5
"1350","KING OF THAI NOODLE HOUSE","H24",37.782833,-122.46615,3,1,0,4,0.333333333333333,91.3333333333333,0,340
"1351","EXIT THEATRE","H24",37.784288,-122.410224,4,1,0,5,0.25,93.75,0.25,271.333333333333
"1352","LA TORTILLA","H24",37.760954,-122.434935,4,6,0,10,1.5,88.5,0.5,220
"1354","SUSHI TIME","H24",37.764697,-122.432322,5,2,0,7,0.4,98,0,183
"1358","MING'S FONG LAM RESTAURANT","H24",37.752798,-122.409843,3,5,0,8,1.66666666666667,73.3333333333333,2,364.5
"1359","STARBUCKS COFFEE CO.","H24",37.785907,-122.439957,6,0,1,7,0,97.6666666666667,0,182.6
"1362","RESTAURANTE FAMILIAR","H24",37.726402,-122.433476,6,2,0,8,0.333333333333333,96.8333333333333,0.166666666666667,209.6
"13623","CAFE MADELEINE","H26",37.786803,-122.399681,3,0,0,3,0,87.3333333333333,1.33333333333333,412
"1366","CAFE LA TAZA","H24",37.757436,-122.41888,5,3,0,8,0.6,94.8,0.4,182
"13671","AFC SUSHI @SAFEWAY 2606","H28",37.776491,-122.394175,4,0,0,4,0,99.5,0,277.333333333333
"1368","Starbucks Coffee","H24",37.797754,-122.400925,3,1,0,4,0.333333333333333,96.6666666666667,0,389
"1373","DOS PINAS","H24",37.766714,-122.402716,5,3,0,8,0.6,89.8,0.6,217.75
"13753","Taboun","H24",37.764574,-122.45295,4,1,0,5,0.25,82.25,1.25,306.333333333333
"1379","EL PEROL RESTAURANT","H24",37.755706,-122.418805,5,3,0,8,0.6,94.4,0.4,203
"1381","PEBBLE'S CAFE","H24",37.73382,-122.434093,5,0,0,5,0,98.4,0,199.25
"13814","Go Go Market & Deli","H28",37.774722,-122.406761,6,3,1,10,0.5,88.6666666666667,0.5,167.6
"13831","Focaccia Market Bakery","H26",37.794543,-122.397037,4,2,0,6,0.5,97.5,0,227
"13837","CALIFORNIA CULINARY ACADEMY","H26",37.774722,-122.406761,4,0,0,4,0,96,0,298
"13838","Judahlicious Juice","H24",37.760528,-122.503991,7,1,0,8,0.142857142857143,97.5714285714286,0.142857142857143,161.833333333333
"1389","GASPARE'S PIZZA HOUSE & REST.","H24",37.78047,-122.478832,4,1,1,6,0.25,90.75,0.25,259.666666666667
"13890","KUFU-YA","H26",37.779661,-122.494492,4,1,0,5,0.25,91.25,0.25,244.666666666667
"1391","JAMBA JUICE","H24",37.765708,-122.409002,4,1,0,5,0.25,96,0,261.666666666667
"1392","SWEET JOANNA'S","H24",37.791127,-122.392741,3,1,2,6,0.333333333333333,88,0.666666666666667,284.5
"1395","WHAT A GRIND","H24",37.787239,-122.416276,5,0,0,5,0,87.2,0,178.5
"1396","Sauce SF","H24",37.774644,-122.422554,5,4,2,11,0.8,90.4,0.8,161
"13965","Baysubway 02","H24",37.785411,-122.408246,4,0,0,4,0,96.5,0,272.333333333333
"1398","YUMMA'S MED GRILL","H24",37.764053,-122.465539,4,1,0,5,0.25,80.5,1.5,233
"1399","La Copa Loca","H24",37.755538,-122.417982,5,3,0,8,0.6,97,0.2,171.75
"140","Cafe Madeleine","H24",37.793268,-122.400323,4,2,0,6,0.5,94,0.5,273
"14005","Yuyu Sushi","H26",37.733901,-122.490726,6,2,0,8,0.333333333333333,87.8333333333333,0.5,176.2
"1401","Coffee Cabin","H24",37.788943,-122.417005,4,0,0,4,0,99.5,0,224.666666666667
"14027","Cumaica Coffee Co.","H25",37.7226,-122.436445,5,3,1,9,0.6,88.6,1,194
"14049","Duong Dong Coffee","H24",37.783877,-122.414337,2,3,0,5,1.5,94,0,392
"14071","SUBWAY #30196","H29",37.776858,-122.394729,5,1,0,6,0.2,97,0.2,217.25
"1409","STARBUCKS COFFEE #5431","H24",37.792137,-122.394573,3,0,0,3,0,93.3333333333333,0,322.5
"141","AFC SUSHI @ MOLLIE STONE'S 2","H24",37.788773,-122.434697,6,2,0,8,0.333333333333333,97.3333333333333,0,196.6
"1413","STARBUCKS","H24",37.780305,-122.477825,5,0,0,5,0,100,0,175
"1426","SWEET DELIGHT BAKERY","H24",37.726117,-122.433817,5,0,0,5,0,88,0,203
"1427","MIFUNE DON","H24",37.785018,-122.429587,5,0,0,5,0,93.6,0.4,183.5
"14285","Lee's Deli","H26",37.791864,-122.399724,4,2,1,7,0.5,95,0.5,246.666666666667
"14303","Mango Medley","H24",37.760454,-122.503939,3,0,0,3,0,93.3333333333333,0,311
"1434","HOLEY BAGEL BAKERY","H24",37.751628,-122.429122,4,0,0,4,0,91.25,0.25,276.666666666667
"1438","CABLE CAR COFFEE CO","H24",37.783658,-122.408568,5,5,1,11,1,89.8,0.6,236.25
"1442","Waterfront Bakery","H24",37.807155,-122.419004,3,3,0,6,1,88,0,432
"14429","Little Star Pizza","H25",37.777488,-122.438257,4,0,1,5,0,97,0,261.333333333333
"1444","Starbucks Coffee","H24",37.790086,-122.422167,4,0,0,4,0,97,0,243.333333333333
"1452","CAFE V","H24",37.771538,-122.414372,5,2,1,8,0.4,87.8,0.2,263
"14526","The Gymboree Corp","H26",37.788294,-122.396419,3,0,0,3,0,100,0,413.5
"1454","KISS SEAFOOD","H24",37.786838,-122.428317,3,1,0,4,0.333333333333333,96.6666666666667,0,374.5
"14568","THE Art Bistro","H24",37.779718,-122.493662,3,0,0,3,0,97.3333333333333,0,327
"14577","KIM HOANG CAFE & FAST FOOD","H24",37.783249,-122.414065,4,7,1,12,1.75,76.25,1.25,330.333333333333
"1458","Crepe O Chocolat","H24",37.786633,-122.405972,5,5,1,11,1,79.4,1.4,202.75
"146","DEJA VU PIZZA & PASTA","H24",37.764713,-122.424709,6,4,1,11,0.666666666666667,96.6666666666667,0,173.6
"1465","BAZAAR CAFE","H24",37.784023,-122.481199,4,0,1,5,0,94,0,262.333333333333
"1466","Whole Foods Steep Brew","H24",37.790193,-122.423437,3,0,0,3,0,99.3333333333333,0,346.5
"14688","Eagle Cafe","H26",37.792343,-122.398567,4,3,0,7,0.75,93.25,0.25,274.666666666667
"1469","Holiday Inn Express-Main Kitchen","H24",37.806288,-122.416244,3,1,0,4,0.333333333333333,97.3333333333333,0,337
"14729","Julie's Kitchen","H25",NA,NA,3,2,1,6,0.666666666666667,91.6666666666667,0.333333333333333,219.5
"1473","PRONTO PIZZA & ESPRESSO","H24",37.782957,-122.420433,2,5,0,7,2.5,83.5,0.5,348
"14740","Eggette Cafe","H24",37.753338,-122.497572,5,0,0,5,0,97.2,0,186.75
"14743","Polly Ann Ice Cream","H25",37.753338,-122.497572,5,1,0,6,0.2,98.4,0,186.75
"1482","A2 CAFE","H24",37.767224,-122.399039,5,1,0,6,0.2,93.4,0.2,229.5
"1486","STARBUCKS COFFEE","H25",37.744736,-122.452666,4,1,1,6,0.25,96.5,0,207.666666666667
"1487","PEET'S COFFEE & TEA","H25",37.787834,-122.399522,4,0,0,4,0,96.5,0,254.333333333333
"1490","ZEKE'S DIAMOND BAR","H25",37.779957,-122.394169,4,2,0,6,0.5,83.5,0.5,275.333333333333
"14909","White Swan Inn","H24",37.789834,-122.411247,5,0,0,5,0,98.4,0,225
"1491","LIVERPOOL LIL'S","H25",37.798147,-122.447236,4,3,0,7,0.75,85.75,1.25,236.333333333333
"14910","Petite Auberge","H24",37.789813,-122.411447,5,0,0,5,0,99.2,0,225
"1493","Peet's Coffee & Tea","H25",37.795184,-122.393819,5,4,0,9,0.8,92.6,0.2,228.5
"14951","Murphy's Deli","H25",37.788426,-122.399371,3,0,0,3,0,86.6666666666667,0.666666666666667,431
"1496","FOUR SEASONS HOTEL- EMPLOYEE  CAFETERIA","H25",37.786476,-122.404852,5,2,0,7,0.4,95.8,0.2,193
"1503","Noah's New York Bagels #3199","H25",37.794168,-122.396457,4,2,1,7,0.5,91,0.5,303.333333333333
"1505","Starbucks Coffee Company #6765","H25",37.790376,-122.405544,5,0,0,5,0,95.2,0,228
"15055","Ono Hawaiin BBQ","H25",37.733974,-122.489729,6,3,0,9,0.5,91,0.666666666666667,185.8
"1508","Nonna Rose Restaurant","H25",37.795202,-122.413169,4,1,0,5,0.25,89,0.5,310.333333333333
"1509","CLUB WAZIEMA","H25",37.774674,-122.437764,3,3,0,6,1,87.6666666666667,1,363.5
"15094","The Marsh Cafe","H24",37.755766,-122.421078,2,1,0,3,0.5,96,0,653
"151","BUS STOP PIZZA #1","H24",37.771487,-122.437047,3,0,0,3,0,96.6666666666667,0,409
"1511","Mama' Art Cafe","H24",37.721949,-122.436936,5,1,0,6,0.2,96,0,208.75
"15120","Nordstrom Espresso Bar","H24",37.784317,-122.407563,5,0,0,5,0,92,0,207
"1515","AT&T - Cognac Bar/ KITCHEN Room3232 [145080]","H25",37.778382,-122.391151,7,1,0,8,0.142857142857143,97.1428571428571,0,147.333333333333
"1516","AT&T - FIELD CLUB KITCHEN [145082]","H25",37.778382,-122.391151,5,1,0,6,0.2,93.2,0,181.25
"1517","AT&T -in-seat service KITCHEN/Press Dining [145081]","H25",37.778382,-122.391151,6,1,0,7,0.166666666666667,93.8333333333333,0.166666666666667,145
"15184","Lime Tree","H24",37.758941,-122.48591,4,5,0,9,1.25,75.75,0.75,251.333333333333
"1520","STARBUCKS #5852","H25",37.789314,-122.395192,5,0,0,5,0,100,0,208.25
"15222","San Francisco Soup Company","H25",37.790897,-122.397318,3,0,0,3,0,98,0,438
"1526","CHOUQUET'S","H25",37.791607,-122.434563,4,0,0,4,0,91,0,301.666666666667
"1527","CITY'S CHOICE","H24",37.780263,-122.403323,4,0,0,4,0,90.5,0,275.666666666667
"15279","Deli World","H24",37.724174,-122.435859,6,2,0,8,0.333333333333333,96.3333333333333,0,189.4
"1529","STARBUCKS","H25",37.778694,-122.396139,5,0,0,5,0,96.8,0,209.75
"15300","Hotel Vitale/Americano","H26",37.793404,-122.39305,4,0,0,4,0,89.5,0.5,249
"1532","Neiman Marcus On The Square","H25",37.791586,-122.408452,4,4,0,8,1,86.25,0.75,230.333333333333
"1534","Cafe Niebaum Coppola","H25",37.796517,-122.405167,3,3,0,6,1,89,0.333333333333333,357
"1542","I LUV TERIYAKI AND SUSHI","H25",37.766293,-122.407671,2,2,0,4,1,83,1,455
"1544","OMNI S.F. Hotel - Food & Beverage Storeroom","H25",37.792888,-122.403135,4,0,0,4,0,99,0,262
"1549","Cafe Bellini","H25",37.786974,-122.408174,3,4,0,7,1.33333333333333,96,0,332.5
"155","CAFE COLE","H24",37.769303,-122.450724,5,2,0,7,0.4,95.6,0,223.25
"15535","Boudin Bakery & Cafe","H26",37.808352,-122.415157,4,0,1,5,0,96.5,0,238
"15537","California Culinary Academy","H26",37.765427,-122.402645,4,0,0,4,0,100,0,298
"1554","KADOK'S","H25",37.721291,-122.437475,5,4,0,9,0.8,82.4,1.2,201
"1555","Fino","H25",37.788094,-122.41176,2,0,0,2,0,100,0,423
"15589","Supperclub San Francisco","H26",37.783257,-122.396472,2,0,0,2,0,92,0,502
"1561","Hang Ah Tea Room","H25",37.793386,-122.407325,2,2,0,4,1,82,0,665
"1564","Cornell Hotel - Jeanne D'Arc","H25",37.790103,-122.409117,4,1,0,5,0.25,98.5,0,268.333333333333
"1565","Uncle Vito's Pizza","H25",37.790219,-122.408849,3,1,1,5,0.333333333333333,90.3333333333333,0.333333333333333,298.5
"1566","Asia Chinese Food #2","H25",37.805758,-122.412804,3,2,0,5,0.666666666666667,85.6666666666667,0.333333333333333,329
"1567","TANPOPO","H25",37.785961,-122.429776,4,2,0,6,0.5,75.5,1.5,209.666666666667
"1568","901 Columbus","H25",37.803056,-122.414186,4,1,0,5,0.25,94,0,275.666666666667
"1571","SF Bay Club - Court Cafe","H25",37.803208,-122.402534,3,1,0,4,0.333333333333333,88.6666666666667,0.666666666666667,412
"15738","Osha Thai Restaurant","H26",37.787343,-122.398902,2,1,0,3,0.5,81,1,604
"15752","Peet's Coffee & Tea","H24",37.794818,-122.398474,4,3,0,7,0.75,93,0,302.666666666667
"1579","Nick's Lighthouse","H25",37.802479,-122.411234,4,1,1,6,0.25,91,0,282.666666666667
"15806","Vital Tea Leaf","H24",37.796597,-122.406696,4,1,0,5,0.25,98.5,0,254
"15811","California Culinary Academy","H26",37.765427,-122.402645,4,0,0,4,0,97.25,0.25,298
"1582","Caffe Bianco","H25",37.790102,-122.401158,4,1,0,5,0.25,95.25,0.25,315.333333333333
"1583","Sabella and LaTorre","H25",37.802479,-122.411234,4,4,0,8,1,82.75,1.25,282.333333333333
"1584","ESPERPENTO RESTAURANT","H25",37.755303,-122.420649,4,4,0,8,1,83.25,0.75,247.666666666667
"1585","KENTUCKY FRIED CHICKEN","H25",37.799793,-122.436307,5,4,0,9,0.8,91.2,0,219
"15861","Beale Street Quiznos Sub #4540","H29",37.791468,-122.39624,3,0,0,3,0,98.6666666666667,0,459.5
"1594","Young's Restaurant","H25",37.793702,-122.404653,3,3,0,6,1,84.6666666666667,0.666666666666667,272
"1595","Zazie","H25",37.765343,-122.449914,3,1,1,5,0.333333333333333,77.3333333333333,1.33333333333333,298.5
"1596","BURGERMEISTER","H25",37.765848,-122.449664,3,2,0,5,0.666666666666667,87,0.333333333333333,299.5
"1598","Cafe Bean","H25",37.788587,-122.413795,5,1,0,6,0.2,97.2,0,212.75
"1601","PASTA POMODORO","H25",37.751448,-122.432122,5,2,2,9,0.4,86.4,0.4,253.25
"1604","TAO YIN RESTAURANT","H25",37.758573,-122.419559,5,5,0,10,1,79.4,1,185.5
"16047","THE RICHMOND","H24",37.777123,-122.46534,3,0,0,3,0,96,0,212
"1607","LE ZINC","H25",37.751323,-122.433249,5,1,0,6,0.2,94.4,0,253.5
"1608","CLADDAGH COFFEE","H25",37.715997,-122.440048,5,2,0,7,0.4,94.4,0,227.75
"16083","Progressive Grounds","H24",37.757463,-122.409556,7,0,0,7,0,89,0.142857142857143,177.5
"1609","Tung Sing Restaurant","H25",37.751373,-122.432319,5,4,1,10,0.8,84.8,0.8,208.25
"1613","BRICK HOUSE CAFE","H25",37.779534,-122.395099,5,2,0,7,0.4,93.6,0.4,217.75
"1614","STARBUCKS COFFEE #5646","H25",37.791227,-122.398872,6,0,0,6,0,98.6666666666667,0,191
"1615","Starbucks Coffee","H25",37.794184,-122.396524,5,0,1,6,0,98.8,0,215.25
"1616","LAS ESTRELLAS STELLINE","H25",37.77639,-122.422802,3,2,0,5,0.666666666666667,90.3333333333333,0.333333333333333,419.5
"1617","CLEMENT BBQ RESTAURANT","H25",37.782843,-122.4659,3,2,0,5,0.666666666666667,86,0.666666666666667,390.5
"1619","BENDERS BAR & GRILL","H25",37.76031,-122.417123,5,1,0,6,0.2,98.8,0,175.5
"1623","Bistro Burger","H25",37.790844,-122.403168,5,5,2,12,1,94.4,0.4,248.5
"1626","LUPA TRATTORIA","H25",37.751243,-122.434529,4,2,1,7,0.5,93.75,0.25,264.333333333333
"16279","The Leland Tea Company","H24",37.788678,-122.420593,5,0,0,5,0,99.6,0,206
"16286","Starbucks Coffee (Store #9743)","H25",37.795366,-122.400435,5,1,0,6,0.2,98.4,0,263.5
"1631","Casa Mexicana Restaurant","H25",37.751513,-122.430179,5,6,0,11,1.2,86.6,0.2,240
"1632","SWEET CHINITO","H25",37.748164,-122.418241,6,0,0,6,0,98,0,198.6
"16329","Oscar Burger & Deli","H25",37.749798,-122.395962,5,3,0,8,0.6,92,0,205.25
"1633","EAGLE DONUTS","H25",37.744183,-122.420815,5,0,0,5,0,98,0,210
"16349","L's Cafe","H25",37.752764,-122.409588,4,1,0,5,0.25,87.75,0.25,279
"1635","KEZAR PUB","H25",37.767828,-122.453227,3,1,0,4,0.333333333333333,85.3333333333333,0.666666666666667,267
"1636","AXUM","H25",37.771738,-122.433583,3,0,0,3,0,95.6666666666667,0.333333333333333,468.5
"164","San Francisco Soup Co","H24",37.789064,-122.402861,5,0,0,5,0,99.2,0,228.25
"1641","MARTHA & BROS. COFFEE CO","H25",37.745974,-122.426856,5,0,0,5,0,92.6,0.2,217.25
"16424","Sam's Market","H28",37.747496,-122.40957,5,0,0,5,0,95,0,220.5
"16432","AFC Sushi @ Safeway #1206","H28",37.805758,-122.412774,4,0,0,4,0,94.5,0,286.333333333333
"16435","The Toaster Oven Sandwich Shop","H25",37.78751,-122.399065,3,1,0,4,0.333333333333333,86.6666666666667,0,385
"16441","Hawaiian Drive Inn","H25",37.728718,-122.404101,5,5,0,10,1,90.4,0,204.75
"1649","COURTYARD BY MARRIOTT-RESTAURANT","H25",37.785614,-122.396693,4,0,0,4,0,97.5,0,240.333333333333
"16513","Evergreen Garden Restaurant","H25",37.762249,-122.413092,4,4,0,8,1,84,0.5,239.666666666667
"1652","STARBUCKS","H25",37.785037,-122.400432,5,1,0,6,0.2,98.6,0.2,194.25
"1664","PANDA EXPRESS","H25",37.784317,-122.407563,5,0,0,5,0,96.8,0,197.25
"16669","El Tesoro","H25",37.785593,-122.414448,4,5,1,10,1.25,86.75,0.75,257.333333333333
"1667","CONNECTICUT YANKEE","H25",37.76503,-122.397815,4,4,0,8,1,80,1,265.666666666667
"1668","SILVER CREST DONUT SHOP","H25",37.742456,-122.405766,6,1,0,7,0.166666666666667,97.75,0.25,168.2
"1671","Just For You Cafe Inc.","H25",37.757948,-122.388862,5,2,0,7,0.4,93.4,0.2,215.75
"1672","WORKING GIRLS' CAFE III","H25",37.792308,-122.393809,3,1,0,4,0.333333333333333,91,0.333333333333333,339.5
"1673","RUBIN'S","H25",37.792577,-122.393992,3,0,1,4,0,97,0.333333333333333,248.5
"1674"," NORDSTROM CAFE BISTRO","H26",37.784317,-122.407563,5,3,1,9,0.6,85.2,1.6,185.75
"16751","Nihon","H25",37.768654,-122.415586,3,0,0,3,0,87.3333333333333,0,423
"1677","PRIMO PATIO CAFE","H25",37.778593,-122.393149,4,3,1,8,0.75,88.25,0.25,248.333333333333
"16784","Muskaan Cuisine of India","H24",37.792577,-122.393992,2,0,0,2,0,98,0,225
"1685","New Lun Ting Cafe, Inc","H25",37.796098,-122.406275,5,1,0,6,0.2,91.6,0.4,222.25
"1687","Sai's Vietnamese Restaurant","H25",37.795659,-122.40172,3,6,0,9,2,76.6666666666667,1.33333333333333,337.5
"1692","Plouf","H25",37.791318,-122.403757,5,4,1,10,0.8,94.8,0.4,212.25
"1699","TWI LIGHT CAFE","H25",37.775698,-122.455034,2,2,1,5,1,98,0,266
"17","GEORGE'S COFFEE SHOP","H24",37.741086,-122.401737,4,3,0,7,0.75,97,0.25,259.333333333333
"1700","Raintree Cafe","H25",37.739413,-122.46744,4,0,0,4,0,84.25,0.75,334
"1702","EL TOREADOR FONDA MEXICANA RESTAURANT","H25",37.74033,-122.466412,3,2,1,6,0.666666666666667,77.3333333333333,1.33333333333333,420
"1703","Lanna Restaurant","H25",37.754153,-122.477279,5,0,0,5,0,94.4,0,203.25
"17030","Tian Sing Chinese Restaurant","H25",37.785624,-122.40869,3,4,0,7,1.33333333333333,88.6666666666667,0,294.5
"1708","LE SOLEIL AUTHENTIC VIETNAMESE","H25",37.783083,-122.460739,4,0,0,4,0,94.5,0,244.666666666667
"1710","Emporio Rulli Il Caffe at Union Square","H25",37.787936,-122.406712,4,3,1,8,0.75,88.5,0.5,260
"1712","SEA BREEZE CAFE","H25",37.760508,-122.504572,5,2,0,7,0.4,91,0.2,196
"1718","Joe's Excellent Chinese Cuisine","H25",37.725374,-122.462693,6,3,4,13,0.5,77.5,0.833333333333333,184.8
"1724","CAFE MUMS","H25",37.786498,-122.430283,5,3,1,9,0.6,89,0.2,225.5
"1726","KFC/TACO BELL","H25",37.728979,-122.431008,5,0,1,6,0,99.2,0,234.5
"1727","Sun Rise Restaurant","H25",37.752508,-122.414681,3,0,0,3,0,85.3333333333333,1.33333333333333,363
"1734","SAI JAI THAI","H25",37.785182,-122.417409,5,2,0,7,0.4,94.8,0,215.25
"17346","AFC Sushi @ Safeway #667","H28",37.744076,-122.438684,3,1,0,4,0.333333333333333,95.6666666666667,0.333333333333333,318.5
"1741","Osha Thai Noodle Cafe","H25",37.786598,-122.414583,5,6,2,13,1.2,84,0.8,226.25
"17411","Oye Managua","H24",37.742375,-122.421933,5,7,0,12,1.4,83.2,1.2,236.5
"1747","Nara Sushi","H25",37.790716,-122.420779,4,2,0,6,0.5,92,0.5,233
"1750","Lafayette Coffee Shop","H25",37.783059,-122.415723,2,2,0,4,1,73,1,371
"17522","AMES - Restaurant/Bar","H26",37.786134,-122.401792,4,0,2,6,0,98.5,0,307.666666666667
"17523","St. Regis Hotel - Main Kitchen + Employee Cafeteria","H26",37.786134,-122.401792,4,0,1,5,0,92.75,0.25,307.333333333333
"17524","Vitrines Restaurant + 3rd floor pantry","H26",37.786134,-122.401792,5,0,1,6,0,95.6,0,230.5
"1753","RED BALLOON","H24",37.752923,-122.418505,4,4,0,8,1,88,0.5,252.333333333333
"1754","Fisherman's Pizzeria Inc [#50]","H25",37.807167,-122.418936,4,3,1,8,0.75,75.75,1.75,277.333333333333
"1757","Dar Bar Pakistani/Indian Cusine","H25",37.789784,-122.420455,5,3,2,10,0.6,89.2,0.4,217
"17570","Tres Agaves","H26",37.780084,-122.391278,5,2,1,8,0.4,85.6,0.8,222.5
"1764","FLORIO","H25",37.787553,-122.433574,3,2,0,5,0.666666666666667,94.6666666666667,0,367.5
"17647","Enjoy Vegetarian Restaurant","H24",37.760198,-122.469081,3,2,0,5,0.666666666666667,83,1,259
"1765","MCDONALD'S","H25",37.728048,-122.39298,5,0,1,6,0,97.6,0,218.75
"17656","Ichiban Teriyaki","H24",37.790437,-122.398762,3,0,0,3,0,96.6666666666667,0,375.5
"1768","Subway Sandwiches","H25",37.787783,-122.419737,5,0,0,5,0,92.2,0.2,212.5
"17689","New Mings Restaurant","H25",37.787148,-122.400822,3,0,0,3,0,92.6666666666667,0,344
"17723","Sushi Suki Restaurant","H25",37.738857,-122.457584,4,0,1,5,0,82,0.5,330.333333333333
"17735","Sushi Boom II","H25",37.783617,-122.432737,4,3,0,7,0.75,78.5,1,193
"17736","Hanuri","H25",37.780923,-122.464629,6,2,0,8,0.333333333333333,95.5,0.166666666666667,188.8
"1775","Sapporo-Ya","H25",37.785227,-122.431472,6,23,1,30,3.83333333333333,78.3333333333333,1.83333333333333,208.4
"17750","Squat and Gobble Cafe","H26",37.800254,-122.440467,4,4,0,8,1,92.5,0,267
"17762","Patxi's Chicago Pizza","H25",37.776593,-122.425017,3,4,1,8,1.33333333333333,91.6666666666667,0.333333333333333,441
"17763","Bar Tartine","H26",37.763984,-122.421766,6,1,1,8,0.166666666666667,99.3333333333333,0,173.6
"1777","Pete's Deli & Cafe","H25",37.785124,-122.439874,5,0,0,5,0,90.2,0.6,196
"17774","La Boulange de Union","H25",37.797644,-122.430877,5,3,3,11,0.6,90.4,0.4,196.25
"1778","PIZZA INFERNO","H25",37.786498,-122.430283,5,5,0,10,1,91,0.2,211.5
"178","C & Y Cafe","H24",37.793128,-122.401395,4,0,0,4,0,96.5,0,282.333333333333
"17822","Peet's Coffee & Tea","H25",37.781454,-122.420644,5,0,0,5,0,94,0.4,168.5
"1784","Capannina","H25",37.797855,-122.429064,4,0,0,4,0,93,0,289.333333333333
"1785","EL AZTECA","H25",37.729311,-122.392785,4,4,0,8,1,93,0,233.666666666667
"1788","EXECUTIVE CAFE","H25",37.711323,-122.393371,2,2,0,4,1,80.5,0.5,530
"179","SECRET GARDEN TEA HOUSE","H24",37.765933,-122.465809,4,0,0,4,0,91,0,304
"1791","GARDEN HOUSE CAFE","H25",37.781597,-122.492544,3,0,0,3,0,92.6666666666667,0,382
"1792","ATLAS CAFE","H24",37.759073,-122.411418,5,0,2,7,0,93.8,0.2,223.75
"17933","Nile Cafe","H24",37.786307,-122.413026,4,1,2,7,0.25,94,0,192.666666666667
"17946","Pizzeria Delfina","H24",37.761657,-122.424347,5,0,0,5,0,96.8,0,241.25
"17947","Um Ma Son","H24",37.780278,-122.482311,2,1,0,3,0.5,93,0,527
"17957","Denny's Restaurant","H26",37.784084,-122.404839,4,4,2,10,1,91.75,0.75,277.666666666667
